Nome,Telefone,Endereço,Convênio,CPF,Nascimento
Eduarda Almeida,(031) 7452 1728,"Vale Teixeira, 31
Caiçaras
67440-590 Monteiro / PA",Plano AAA,791.115.702-17,04/22/2005
Marcela Costa,+55 (081) 4575 7849,"Estação Peixoto, 5
Nossa Senhora De Fátima
28279-009 Cunha / ES",Plano EEE,790.987.779-21,07/01/1996
Felipe Ferreira,+55 (051) 0160 7709,"Condomínio Luna Moura, 10
Taquaril
31020901 Farias / MA",Plano AAA,948.866.729-67,02/20/1994
Luiza Moreira,+55 71 0554 9319,"Alameda de Castro
Garças
04986285 Gonçalves / DF",Plano CCC,304.908.588-10,11/04/1992
Vitor Gabriel Mendes,21 6029 1572,"Pátio Isadora da Cruz, 786
Vila Santa Rosa
54267-425 Porto / MA",Plano AAA,185.353.542-52,09/20/1991
Ian Lopes,(071) 4123-7342,"Lago Gustavo Henrique Dias, 3
Das Industrias I
36990-775 Fogaça / PI",Particular,923.268.419-97,08/25/1998
Gustavo Henrique da Rosa,(081) 9741-4313,"Viaduto Martins
Vila Cloris
71595-108 Rezende das Pedras / DF",Plano EEE,959.417.510-22,12/31/2017
Dr. Bernardo da Cunha,(084) 4082 8094,"Trecho de da Cruz
Vila Sumaré
48457647 Mendes do Norte / MT",Plano EEE,413.589.991-32,02/17/1995
Lucas Gabriel Aragão,(071) 0773-2311,"Colônia de Novaes, 19
Embaúbas
46967051 da Mota / PA",Particular,956.931.476-71,02/28/1997
Sr. Luigi Pires,61 8302 4860,"Recanto Martins, 41
São Salvador
79259010 da Conceição / MS",Plano DDD,109.881.644-92,02/23/1998
Luana Silveira,(071) 5093-5310,"Praia de da Cruz, 57
Pantanal
57216011 Alves / MG",Plano DDD,367.596.237-62,12/12/2008
João Lucas Monteiro,(041) 6962 6068,"Via Silva, 58
Mariquinhas
13577519 Oliveira / ES",Plano CCC,696.168.792-29,06/19/2020
Camila Ribeiro,+55 61 1748-0286,"Loteamento João Vitor Campos, 70
Cônego Pinheiro 1ª Seção
89183-005 Souza / PE",Plano BBB,654.600.434-67,06/17/1999
Lara Almeida,(061) 3324 3060,"Travessa de das Neves, 394
Maria Helena
65698372 Novaes / ES",Plano CCC,411.444.631-66,12/06/2012
Sabrina Moreira,+55 71 4528-9557,"Parque Eloah Melo, 86
Nossa Senhora Da Conceição
13571-631 Fogaça de das Neves / MT",Particular,624.268.674-17,03/12/2007
Maria Luiza da Costa,+55 (041) 3676-6797,"Via Stephany Costela, 57
Mangabeiras
12991-636 Moraes do Sul / PE",Particular,357.647.611-90,09-26-1998
Olivia Teixeira,+55 (084) 4796-6460,"Feira de Azevedo, 54
Alto Barroca
37807-433 Costela do Campo / MG",Plano BBB,358.879.770-52,12/29/1990
Alexandre da Paz,+55 81 4193 6651,"Estrada Freitas
Mariano De Abreu
18776113 Costela Grande / PE",Plano AAA,762.210.640-20,02/12/2015
Rafael Costela,(051) 9926-1248,"Recanto Vitor Gabriel Cavalcanti
Pousada Santo Antonio
76192229 Almeida / AM",Plano AAA,920.383.893-72,05/19/2001
Sr. Luiz Miguel Rezende,+55 (011) 3354 1283,"Praia de Costela, 40
São Salvador
34066-415 Campos de das Neves / RS",Particular,254.890.103-33,03/19/2003
Ian Araújo,(031) 0305-4105,"Morro Helena Rocha, 1
Solimoes
90821-122 da Costa dos Dourados / BA",Plano AAA,322.588.869-72,03/18/1996
Calebe Duarte,61 7424-4466,"Núcleo Fernanda Costa, 65
São Francisco Das Chagas
04597-083 da Luz / ES",Particular,288.478.454-25,09/28/2012
Daniela da Conceição,+55 (041) 2571 9935,"Feira Monteiro, 868
Flavio De Oliveira
15806-600 Barros / SP",Plano AAA,305.519.151-14,07/09/1991
Guilherme Monteiro,(061) 3247 6110,"Campo de Lima, 39
Ademar Maldonado
58960185 Farias / PB",Plano EEE,604.698.395-20,01/26/1992
Emilly da Cruz,(011) 4494 4691,"Distrito Isaac da Costa, 589
Vila Paquetá
71512991 da Cruz / TO",Plano EEE,335-203-359-51,08/02/2010
Carolina Melo,+55 (071) 1101-4737,"Via Maria Eduarda Sales, 7
Vila Betânia
93888355 da Costa de Nogueira / CE",Plano BBB,887.907.945-23,01/23/2013
Sophie Lima,21 4426 0828,"Vale Ana Júlia Cavalcanti, 13
Sport Club
92849-572 Martins de Pereira / CE",Plano AAA,980.770.301-23,06/04/1999
Benjamin da Cunha,61 7947 4636,"Estrada Mirella Costela
Camargos
45358-865 Nascimento / PB",Plano EEE,681.750.291-89,12/28/2009
Igor da Rocha,61 2565 7607,"Favela de Melo, 1
Nova America
55422799 Barros Paulista / SE",Plano EEE,469.275.357-77,02/25/1999
Melissa da Mota,(071) 0746-8000,"Lago Rafael Lima, 77
Vila Independencia 3ª Seção
50825-513 Porto / MG",Plano CCC,192.302.106-72,12/06/2016
Raquel Cardoso,+55 (031) 9322 3803,"Jardim de da Rosa, 42
Vila Real 2ª Seção
93763-316 da Cruz / RJ",Plano DDD,204.677.718-41,04/30/2006
Dra. Evelyn da Paz,51 659 7175,"Feira Santos
Barão Homem De Melo 1ª Seção
76592-581 Caldeira / AM",Plano AAA,127.499.456-45,02/14/2005
Benício Gonçalves,(011) 9657 5079,"Avenida de Rocha, 52
Capitão Eduardo
07224-490 Mendes / ES",Plano EEE,356.196.759-84,02/11/2000
Cauã Fogaça,+55 (041) 0906-5111,"Residencial de Rocha, 72
Vila Da Paz
65534-766 Caldeira / SE",Plano CCC,372.175.773-19,05/26/1993
Stephany Fogaça,+55 (041) 8653-2762,"Viaduto Costa, 3
Vila Independencia 3ª Seção
38273306 da Mata / PI",Plano CCC,481.793.756-27,10/20/2013
Ana Laura Freitas,(084) 5670-7253,"Feira de Caldeira, 73
São João Batista
25296623 Vieira das Flores / ES",Plano BBB,256.124.771-57,04/06/1992
Gabriel Oliveira,+55 (061) 0414-0487,"Rua Nicole Vieira, 3
Lagoinha
18172-199 da Paz / PI",Particular,114.104.353-85,02/17/2020
Augusto Barbosa,(021) 8240 9917,"Trevo Dias, 68
Vila Betânia
52945970 Gomes / RR",Plano EEE,361.211.568-29,04/19/1991
Dr. João Porto,21 4136 3197,"Trevo de Farias, 77
Independência
61480-301 das Neves / AM",Plano AAA,196.379.483-74,02/20/2018
Emanuel Carvalho,+55 21 0399-9270,"Conjunto Maria Luiza Pinto
São Pedro
74618320 Freitas / DF",Particular,889.538.764-84,03/02/1997
Nina Ramos,(071) 3763 0167,"Rodovia de Barbosa, 442
Conjunto Floramar
48124567 Nascimento do Oeste / TO",Plano EEE,610.166.994-23,04/18/2011
Levi Cavalcanti,+55 71 0195 1291,"Loteamento Gonçalves, 60
Vila Maloca
02139232 Peixoto / AP",Plano DDD,674.903.555-85,06/22/1991
Laís Nunes,61 7952 2198,"Feira da Luz
Aguas Claras
06069489 Fogaça / RN",Plano CCC,285.793.418-25,07/19/2000
Luana Ramos,(011) 0431-5318,"Condomínio Kamilly Martins
Serra Verde
07500136 Gonçalves / PB",Plano EEE,745.589.697-59,03/09/2016
Luiz Felipe Novaes,+55 (071) 0549-5198,"Sítio Ribeiro, 398
Dona Clara
86663369 Costa de Minas / RJ",Plano AAA,955.939.133-81,10/04/2008
Rafael da Mata,+55 31 7718-9156,"Alameda de Rodrigues, 10
Vila Jardim Leblon
42691346 Azevedo / GO",Plano DDD,515.395.904-59,12/25/2001
Benício Vieira,+55 (071) 5069 4187,"Viela da Cunha, 569
Corumbiara
38908-271 Souza / AL",Plano EEE,599.786.815-21,05/29/1995
Mariane Correia,+55 (071) 8371 1994,"Condomínio João Rocha, 608
Vila Ecológica
05993412 Alves de Goiás / TO",Plano CCC,128.247.108-21,08/25/1994
Letícia Moura,(011) 8089-7802,"Núcleo Souza, 3
Conjunto Jatoba
46980-001 Costela / MA",Plano DDD,431.535.203-40,08/22/2014
Diego Araújo,71 3015 1531,"Esplanada Farias
Carlos Prates
24516-753 Peixoto / SC",Plano BBB,780.788.962-11,11/28/1998
Bianca Freitas,+55 71 4454-7757,"Colônia de Santos
Santa Efigênia
02880533 Vieira da Serra / GO",Plano BBB,875.295.129-77,06/12/2014
Lavínia Freitas,+55 71 0623-4140,"Rua de Azevedo, 29
Inconfidência
50540-827 Rocha / MG",Plano CCC,651.118.853-13,12/21/2011
Srta. Lorena Rocha,+55 (051) 2864-8651,"Residencial de da Rocha, 5
Ouro Preto
59283537 das Neves / AC",Plano CCC,803.738.508-39,01/14/2006
Maria Cecília Pinto,(031) 7360-9663,"Trevo Pietro Castro, 95
Vila São Dimas
69129-326 Moraes / RN",Particular,709.482.415-78,06/24/2008
Murilo Cavalcanti,84 8625 4256,"Parque Nogueira
Santo André
76057-849 Novaes / PR",Particular,851.522.289-25,11/14/2001
João Guilherme Castro,(041) 3799-3474,"Parque de Sales, 6
Paquetá
85018978 Teixeira Grande / AP",Particular,957.727.179-86,01/22/2007
Luiz Fernando Santos,(061) 4491 1278,"Esplanada Silveira, 56
Coração Eucarístico
85037-946 Jesus / MT",Plano DDD,786.182.770-26,02/01/2007
Mariane Moura,51 022 6402,"Passarela de Nunes, 2
Miramar
90243-421 Costa da Prata / RS",Plano EEE,353.427.965-12,03/09/2017
Agatha Correia,+55 41 5784 9904,"Avenida de da Paz, 137
Jardim Alvorada
62658-184 Rocha das Pedras / CE",Plano CCC,394.605.135-45,11/23/1995
Luiz Fernando Silva,+55 (031) 4429-0049,"Quadra Isaac Carvalho, 3
Alpes
15745-453 Moreira do Amparo / RO",Plano CCC,110.846.986-39,06/16/1996
Gabriel Pires,+55 (021) 9621-8780,"Rua de Silveira, 188
Conjunto Floramar
01097008 Sales / CE",Plano EEE,265.139.613-31,07/19/1997
Lara Silva,+55 (071) 8074-8037,"Campo de Sales, 79
Esplanada
10731-459 da Rosa / RN",Plano BBB,154.469.295-74,06/29/1991
Elisa Gomes,+55 (061) 3997-3708,"Loteamento João Vitor Jesus, 40
Delta
70055662 da Mata de Fogaça / PA",Particular,916.734.396-32,09/21/2002
Ryan Costa,(031) 3615 4881,"Praça de Melo, 760
Colégio Batista
03755832 Souza / ES",Particular,932.519.494-62,11/27/2019
Gabriela Novaes,+55 51 771 5362,"Área Leandro da Rocha, 8
Bacurau
09011-428 Vieira / ES",Plano BBB,302.674.292-36,11/25/1991
Julia Mendes,+55 81 3444 4055,"Conjunto de Cunha
Vila Mangueiras
84031-032 Barbosa de Correia / RN",Plano EEE,596.595.338-61,09-10-2014
Diego da Conceição,+55 (051) 0484 6867,"Via de da Paz, 39
Flavio Marques Lisboa
78270283 Cardoso / PR",Plano AAA,148.546.457-74,06/29/2008
Sra. Julia Costa,(081) 0361-5587,"Lago Teixeira, 1
Granja De Freitas
19712135 Cunha Paulista / PB",Particular,848.872.759-32,05/05/2008
Vitor Peixoto,(071) 6872-8159,"Condomínio de Sales, 432
Conjunto Celso Machado
80772-048 da Rosa / CE",Particular,602.704.112-69,08/11/2000
Alana Moura,+55 71 5221 7964,"Área de Ribeiro, 18
Estoril
61113296 Duarte / RJ",Plano EEE,433.381.817-27,12/09/2005
Isaac Cunha,11 4556 3438,"Conjunto de Cunha, 98
Granja Werneck
58836741 Cunha / RR",Plano CCC,139.861.659-15,08/16/2000
Erick Nunes,+55 11 7557-0135,"Favela Calebe Peixoto, 46
Vila Independencia 1ª Seção
49110-302 Teixeira / GO",Plano EEE,564.309.891-24,06/16/2005
Rodrigo da Conceição,+55 81 7725-9747,"Trecho Esther Correia
Vila Sesc
36393-515 Ribeiro da Prata / ES",Particular,759.881.558-16,05-03-1996
Ana Silveira,(084) 0971 4358,"Vila Maria Eduarda Viana, 48
Vila Santo Antônio Barroquinha
46171-789 Campos do Galho / ES",Plano AAA,325.107.421-70,09/13/2011
Laís Melo,71 0237-5079,"Jardim Alexia Mendes, 69
Vila Real 2ª Seção
40384878 Fogaça / PI",Plano DDD,259.804.424-89,10/30/1991
Mariane da Mata,(011) 7140-5993,"Ladeira Yago Santos, 47
Nossa Senhora Aparecida
40923106 Melo / MS",Plano AAA,526.267.784-97,10/24/2008
Vitor Gabriel Martins,(061) 8661-1390,"Núcleo Lorena Costela, 49
Vila Aeroporto
74483852 Rodrigues das Flores / DF",Plano BBB,373.464.371-55,08/08/1990
Sr. Breno da Luz,(051) 9157 8913,"Passarela Campos, 5
Jardinópolis
79608543 Moreira / MG",Plano EEE,390.578.680-47,09/16/1995
Sr. Murilo Ribeiro,+55 (051) 7021 8277,"Trecho de Barbosa, 8
Vila Copasa
96086-933 Barbosa / RO",Plano EEE,157.109.613-48,06/25/1998
Dr. Vitor Gabriel Mendes,+55 (041) 6592 5065,"Via de Duarte, 38
Pirineus
12305987 Azevedo / PE",Plano BBB,380.239.393-38,05/05/1997
Joaquim Porto,81 3893 5960,,Plano EEE,344-645-122-34,03/02/2013
Pietra da Rosa,21 6587 6503,"Área Alícia Silveira
Boa Viagem
93749-220 Moura / RN",Plano BBB,492.164.629-45,09/25/2017
Thiago Campos,81 1759-2665,"Recanto da Mata
Calafate
75696-285 Melo / SC",Particular,565.382.513-46,08/29/2016
Bianca Peixoto,81 5705-4702,"Vila Benjamin Moura, 73
Marilandia
32578-196 Melo / DF",Plano EEE,340.320.309-34,07/24/2002
Stephany Moraes,+55 (071) 4240-3144,"Lagoa de Almeida, 3
Jardim Alvorada
64951168 Cardoso / MG",Plano BBB,814-963-345-92,06/25/2008
Milena Silva,(011) 2947-2159,"Campo Cunha, 48
Túnel De Ibirité
41223-481 Oliveira de da Rosa / SE",Plano BBB,759.856.869-86,10/08/1999
Alana da Cruz,+55 (084) 1252 7857,"Área de Nogueira, 69
São Gonçalo
84838-068 Moura do Galho / GO",Plano CCC,753.467.314-72,01/27/2003
João Vitor Rezende,31 4666-7131,"Área Emanuel Cunha, 44
Esperança
64410-201 Gomes das Flores / PB",Particular,167.500.659-33,05/15/2008
Fernanda Gonçalves,(021) 4080 5484,"Chácara Silva, 68
União
83984-981 Dias / PA",Plano CCC,957.895.370-40,11/19/1995
João Felipe Moraes,+55 81 8234 5698,"Trevo de Nunes, 12
Jaraguá
13315-818 Porto / ES",Particular,667.891.712-89,08/31/1992
Breno Pereira,+55 (061) 9333 6749,"Rodovia de Costela
Engenho Nogueira
05131-555 Viana / CE",Plano DDD,188.786.273-68,06/14/1995
Ana Luiza da Costa,+55 (084) 1650-2283,"Conjunto de da Rosa, 246
Varzea Da Palma
71937-589 Almeida / CE",Plano CCC,239.764.386-33,08/28/2001
Benício Peixoto,71 9480-1913,"Vale Beatriz Fogaça
Vila De Sá
80305-060 Araújo do Amparo / RN",Plano DDD,941.988.959-97,04/03/1995
Dra. Stephany Correia,+55 (071) 6413-6310,"Residencial Porto, 4
São Lucas
02569540 Moraes / PR",Plano DDD,584.781.850-94,10-04-2013
Ryan Nogueira,21 9473-5829,"Via Pinto, 299
Vila Inestan
91054-452 Correia da Mata / AL",Plano EEE,611.350.632-38,01/21/2020
Dr. Thales Jesus,+55 41 6423 5543,"Alameda Rezende, 8
Vila Nossa Senhora Do Rosário
84476-229 Carvalho / MT",Plano EEE,137.922.993-33,08/26/2001
Elisa da Mata,+55 (021) 5931-0525,"Chácara de Lima, 60
Juliana
23665-266 Gonçalves / AM",Plano DDD,188.693.873-89,04/02/1993
Otávio Gomes,(061) 6375 5560,"Ladeira Eloah da Costa, 63
Frei Leopoldo
14770-938 Caldeira / AL",Plano CCC,219.572.874-82,09/07/2013
Isadora Santos,+55 (071) 5820 6605,"Morro de Sales, 25
Vila Real 1ª Seção
38037143 Moreira / ES",Plano EEE,167.598.908-31,06/01/2008
Matheus Almeida,+55 51 476 2091,"Estação Caldeira, 1
Granja De Freitas
76583464 Rodrigues das Flores / SP",Plano BBB,448.233.791-66,12/13/2008
Srta. Emilly Cardoso,+55 (061) 0477 2834,"Residencial Rodrigues, 47
Solimoes
92750301 Mendes Alegre / PA",Particular,470.678.636-37,12/06/1999
Beatriz Alves,(071) 3137 3696,"Avenida de Sales, 9
Mineirão
36947-587 Mendes / CE",Particular,955.944.479-43,08/14/2006
Daniela da Cunha,+55 31 0770 1291,"Largo Isabel Cavalcanti, 762
Dom Silverio
68221473 Pires / PA",Plano DDD,200-967-897-50,12/05/2016
Enzo Mendes,+55 (084) 0961-1098,"Recanto de Souza, 5
Petropolis
33635-297 Pereira / PB",Plano AAA,544.653.986-22,01/27/1998
Kamilly Ribeiro,+55 (084) 1899-0102,"Residencial de Peixoto, 933
Vila Santo Antônio Barroquinha
65907592 Costela das Pedras / MG",Plano CCC,480.831.641-86,03/25/1997
Nina Novaes,(061) 9062-8018,"Passarela Pires, 11
Tupi B
90308389 Pires / SC",Plano BBB,946.973.492-90,02/01/2019
Alícia Silveira,(021) 9193-4088,"Passarela de Ramos, 88
Belmonte
75999-969 Almeida Paulista / MA",Plano EEE,254.916.302-97,02/23/2008
Sr. Samuel Fernandes,+55 31 5061 9292,"Estrada Freitas, 36
Barroca
10728294 da Costa / PA",Plano CCC,378.892.490-41,04/10/2019
Isaac Lopes,+55 21 9733-9293,"Pátio Bruna Martins, 7
Carmo
54081-733 Peixoto do Sul / PI",Plano BBB,811.392.650-69,12/04/1996
Evelyn Farias,+55 21 0305-4823,"Trevo da Mata, 418
Vila Jardim Alvorada
79162249 Rodrigues de Silva / RO",Plano BBB,981.717.174-47,08/13/1999
Marcelo Araújo,11 7692-3548,"Estrada Lopes, 57
Vila Havaí
30055-240 Duarte / PR",Plano AAA,384.880.589-27,06/22/2003
Thales Costa,+55 (011) 3806 4856,"Viaduto Cavalcanti, 542
Vila Real 1ª Seção
87362-500 Gomes Paulista / RR",Plano CCC,579.431.293-21,12/15/2017
Luiz Otávio Pires,+55 84 2153 2583,"Favela Olivia Moraes, 3
Olaria
78185954 Campos das Pedras / RN",Plano BBB,335.230.366-46,11/03/2019
Nicolas Costa,+55 (011) 3681 8754,"Núcleo Erick Silva, 59
Conjunto Novo Dom Bosco
08159-029 Correia de da Luz / TO",Particular,754.346.973-30,11/21/2006
Erick Nascimento,+55 81 0454 0755,"Via Emanuella Nogueira, 33
Vila Canto Do Sabiá
62330-187 Oliveira / MT",Plano AAA,701.452.688-74,10/08/2008
Pedro Lucas Ferreira,+55 11 4758-0738,"Rodovia Olivia da Mata, 822
Paquetá
33318775 Jesus / SE",Particular,120.792.745-48,02/21/2020
Heloísa da Luz,84 9467 7298,"Residencial Campos, 518
Etelvina Carneiro
90528924 Sales de Fogaça / PB",Plano AAA,967.495.437-12,05/20/1996
Kamilly Freitas,+55 (041) 8106-2525,"Avenida Castro, 8
Europa
48646-652 Fernandes / ES",Plano BBB,435.898.778-10,10/07/1991
Isadora da Rocha,+55 (051) 0986 5931,"Loteamento Fernanda Cunha, 31
Carmo
34095885 Martins de Alves / AL",,899.184.825-87,07/14/2000
Francisco Moraes,71 8939 8480,"Favela Alexia da Mota, 106
Cdi Jatoba
73890029 da Rosa do Oeste / CE",Plano DDD,618.787.455-31,03/26/1991
Nicolas Teixeira,+55 61 5852 0570,"Condomínio de Nogueira, 64
Coqueiros
10028-288 da Luz Verde / PE",Plano BBB,461.894.923-33,12/24/2006
Esther Pinto,(071) 3052-4466,"Viaduto Leonardo Campos, 44
Vila União
09334150 Gonçalves / CE",Plano CCC,376.136.186-82,07/15/2012
Thiago Teixeira,+55 84 4693 0400,"Quadra Arthur da Rocha, 56
Santo André
52402612 Teixeira / SP",Particular,284.279.912-97,07/26/2005
Maria Vitória Teixeira,+55 71 9864-8215,"Pátio Azevedo, 96
Etelvina Carneiro
40669809 Silva / MT",Plano BBB,241.150.162-34,06/21/1995
Daniela Rezende,+55 (021) 2211 9089,"Vale de Costa, 3
Barão Homem De Melo 2ª Seção
70853235 Fernandes do Norte / PE",Plano BBB,709.509.877-65,09/14/2016
Maria Cecília da Mota,(021) 2245 5819,"Trevo de Carvalho, 5
Grota
09422173 Monteiro / RJ",Plano BBB,228.278.354-32,07/31/1999
Amanda Pinto,+55 71 6406 7162,"Vila Sabrina Monteiro, 73
Calafate
33673-842 Vieira / RN",Plano AAA,415.575.316-84,04-10-2003
Felipe Cavalcanti,(011) 9257-6756,"Esplanada Vieira, 50
Capitão Eduardo
80264899 Ferreira / MG",Plano AAA,500.420.109-97,10/01/2011
Bianca Moraes,(084) 9832-5492,"Jardim Castro, 194
Cabana Do Pai Tomás
41176-939 Farias da Serra / SP",Plano EEE,439.700.580-62,07/04/1994
Rafaela Oliveira,61 6879 8948,"Passarela Jesus, 75
Vila Sesc
94358103 Gonçalves / RN",Plano AAA,408.754.535-32,10/08/2005
Sra. Ana Luiza Nunes,71 3800-6570,"Trevo de Barbosa, 72
Jardim Montanhês
03527-044 Nunes / AP",Plano CCC,441.576.687-54,04/23/2017
Vitor Cavalcanti,71 7174-0717,"Setor Emilly Lima, 43
Fernão Dias
42366455 Alves do Campo / AL",Plano AAA,916.402.479-77,05/13/2020
Nathan Gonçalves,81 7711-5613,"Esplanada de Silva, 11
Ápia
83976-962 Silveira / SP",Plano BBB,998.602.635-57,06/04/2019
Sra. Maria Fernanda da Conceição,+55 (031) 9000-8129,"Sítio Porto, 938
Conjunto São Francisco De Assis
44060149 Fogaça / AM",Plano BBB,734.819.856-14,09/09/2010
Dra. Maysa Porto,61 1700-4173,"Fazenda da Mata, 12
Cidade Jardim
80382781 da Luz de Azevedo / PI",Plano BBB,283.284.146-12,06/18/2017
Antônio Gonçalves,+55 61 5455 6802,"Rua de da Cruz, 5
Vila Independencia 2ª Seção
43145818 Nunes de Carvalho / SC",Plano CCC,726.733.657-69,05/22/2005
Maria Sophia Azevedo,(031) 6274 3580,"Feira Lima
Vila Antena
56251-666 Gomes / MG",Plano BBB,284-570-192-38,08/21/1991
Vicente Melo,+55 (031) 6080 8427,"Condomínio de Ribeiro, 65
Anchieta
81890-433 Gomes / RS",Plano EEE,275.337.607-23,12/05/2011
Davi Lucas Rezende,+55 (061) 2314-6607,"Avenida de Campos, 8
Satelite
37378-014 Castro / AC",Plano AAA,631.581.301-84,05/22/1993
Dr. Igor Peixoto,81 7987 8007,"Quadra de da Conceição, 93
Vitoria Da Conquista
31985027 Teixeira do Norte / RJ",Particular,619.595.699-62,03/25/1991
Antônio Fogaça,(081) 4227-2652,"Residencial da Luz, 10
Floresta
91720996 Dias / RS",Plano EEE,294.311.133-51,01/02/1991
Bryan Pires,(084) 6329-3758,"Pátio Kevin Novaes
Conjunto Novo Dom Bosco
83675607 Dias / TO",Plano EEE,264.121.507-12,01/14/2013
Luna Fogaça,+55 81 6360 1052,"Favela Carlos Eduardo Rezende, 238
Barão Homem De Melo 2ª Seção
99092349 Nogueira de Silveira / RN",Plano BBB,614.543.738-34,09/30/1997
Alexandre Aragão,+55 41 1102 5984,"Avenida Lara Rodrigues, 87
Novo Glória
07870048 da Luz do Norte / MT",Plano DDD,677.381.684-21,08/23/1999
Mirella Barros,+55 (084) 0934 8193,"Loteamento Moreira, 30
Vila Da Amizade
66660866 da Rosa / RR",Plano DDD,458.240.290-39,11/27/2006
João Vitor Costela,+55 (061) 4114-0794,"Lagoa Eduarda Aragão, 45
Mariquinhas
35956897 Silva / MA",Particular,122.745.540-24,01/14/2007
Ana Julia Pinto,(081) 8603-5617,"Vale Maria Alice Moreira, 33
Vila Puc
56991043 Novaes / SC",Particular,951.704.712-86,01-03-2013
Daniela da Rosa,+55 (011) 3376-7490,"Condomínio de Rodrigues, 570
Santo Antônio
40058-633 Moura do Campo / SC",Plano CCC,276.619.277-50,01/21/1996
Matheus Rezende,+55 (084) 7486 3082,"Fazenda Gabrielly Gomes
Virgínia
96482-204 Caldeira Alegre / RN",Plano DDD,930.616.360-50,01/11/2009
Dr. Otávio Ramos,+55 11 7065-5851,"Morro Maria Vitória Souza
Cônego Pinheiro 2ª Seção
30044-884 Caldeira Alegre / AP",Plano CCC,467.951.130-72,01/19/2010
Ana Vitória Fogaça,+55 51 477 6598,"Feira de Silveira, 45
Mangueiras
97032056 Dias de Oliveira / CE",Plano AAA,136.522.696-24,
Luiz Fernando Rezende,51 434 4273,"Vale de Farias, 1
Alto Vera Cruz
73450472 Barros de Monteiro / MG",Plano EEE,945.706.649-23,09/15/1998
Sr. Enzo Gabriel Ramos,+55 41 6841 1244,"Loteamento Heloísa da Costa, 11
Santa Helena
02066811 Rodrigues / BA",Plano BBB,258.507.843-68,04/09/2017
João Felipe Aragão,51 811 5993,"Rua Kaique Silveira, 562
Dom Silverio
13457207 Aragão / MG",Particular,508.698.766-51,02/22/2003
Diego Cardoso,+55 51 574 5301,"Vale das Neves, 13
Santa Helena
79871-763 Ribeiro Verde / AC",Plano EEE,413.192.682-22,09/25/1990
Sr. Augusto Rocha,71 6483 8851,"Estrada Cunha
Serra Verde
59657-251 Barros do Amparo / SE",Plano CCC,,11-12-1998
Sra. Mirella Moura,(031) 7154 2321,"Via Lopes, 8
Jaraguá
27735584 Lopes / MT",Particular,450.216.975-44,01/21/2011
Maria Alice Peixoto,(061) 4996-5417,"Vale de da Cruz
Vila Coqueiral
41597-288 Cardoso de Goiás / MS",Plano CCC,756.632.416-25,11/12/2010
Lorena Sales,+55 (011) 9689 7629,"Ladeira de Nascimento, 16
Milionario
72983347 Ferreira / PA",Plano EEE,487.419.932-35,10/23/2013
Diego Rezende,(031) 8951 2001,"Alameda de Nunes, 4
Carlos Prates
02431-170 Santos / SP",Plano BBB,973.474.882-23,02/26/2016
João Lucas da Cruz,+55 (071) 2316-7262,"Campo Souza, 869
Guarani
93164737 Vieira / AC",Plano BBB,716.545.662-43,08/12/2013
