Nome,Especialização,Contratação,Telefone,Endereço,CPF,Nascimento
Yuri da Cunha,Oftalmologia,07/24/2019,+55 61 1623 2561,"Vereda Ian Rodrigues, 60
Carlos Prates
64992-454 Cardoso / PR",744.384.825-15,10/17/1971
Pedro Freitas,Cirurgia geral,09/21/2019,41 5920 7478,"Parque Benjamin da Rocha, 8
Santa Sofia
20945-897 Novaes / SC",606.547.855-86,04/16/1977
Isis Moura,Cirurgia geral,05/10/2014,(071) 1076 9725,"Quadra Sarah Barros, 690
Jardim Alvorada
35583812 da Rosa / GO",340.279.366-82,01/01/1989
Sofia Carvalho,Medicina do trabalho,04/26/2014,(061) 5573 5897,"Favela de Araújo, 167
Marieta 1ª Seção
31938-536 Sales / SP",295.272.763-41,06/25/1973
Clarice Jesus,Dermatologia,01/19/2017,(021) 5190-1401,"Ladeira de Viana
Jardinópolis
66728900 da Cunha de Minas / AL",700.642.702-27,08/28/1976
Davi Costa,Neurologia,03/17/2011,+55 (011) 7885 0097,"Ladeira de Porto, 39
Lagoinha
34283043 Freitas / CE",984.465.373-54,09/11/1985
Nicolas da Costa,Alergia e imunologia,09/12/2010,(051) 3023 8445,"Passarela Arthur da Costa, 89
Silveira
21996-840 Nunes / RN",103.227.182-33,05/06/1990
Sra. Lívia Caldeira,Endoscopia,08/19/2017,+55 (084) 5922-0124,"Condomínio Brenda Sales, 223
Beija Flor
85616080 Silva / AC",987.355.714-73,02/27/2000
Gabriela Cavalcanti,Cirurgia geral,10/24/2018,+55 (081) 5046 2043,"Estação Moraes, 5
Bela Vitoria
40743237 Novaes / PB",911.354.267-33,07/22/1997
Natália Costa,Dermatologia,05/14/2014,+55 (041) 1901-6091,"Área Enzo Gabriel Farias
Cidade Jardim
97173206 da Cunha / AM",229.214.480-13,05/10/1996
Manuela da Costa,Neurologia,12/28/2012,21 6037-8445,"Conjunto de Silva, 4
Alto Barroca
97428687 Castro das Flores / MT",419.202.219-91,08/01/1994
Cecília Rodrigues,Cirurgia geral,04/16/2012,51 739 3583,"Setor Vitor Hugo Ferreira, 90
Califórnia
47478225 Barbosa / RO",367.838.466-42,09/20/1988
Vitor Hugo Campos,Medicina do trabalho,06/02/2011,+55 (071) 4248 6025,"Recanto Viana, 124
Antonio Ribeiro De Abreu 1ª Seção
12205714 da Costa / SE",379.273.919-91,01/07/1972
Murilo da Rocha,Endoscopia,12/09/2013,84 1954-5966,"Praça Eduardo Pires, 538
Vila Paquetá
44761-651 Campos / PA",516.575.812-24,09/10/1970
Sr. Vicente Teixeira,Dermatologia,05/01/2020,+55 (081) 7222-2666,"Rua de Araújo, 7
Santa Lúcia
66052935 Campos das Flores / CE",199.393.378-52,12/04/1975
Ana Beatriz Costa,Endoscopia,05/10/2017,(084) 6301 2754,"Passarela Davi Pinto, 3
Vila Aeroporto Jaraguá
45461366 Moura de Rodrigues / RS",115.989.945-16,04/06/1984
Natália da Conceição,Alergia e imunologia,01/31/2011,+55 51 468 7669,"Esplanada de Lima, 97
Antonio Ribeiro De Abreu 1ª Seção
96508-733 da Costa do Norte / MA",642.675.716-91,08/28/1978
Miguel Cavalcanti,Acupuntura,03/29/2016,71 9134 1108,"Trevo Nunes
Confisco
59092-464 Gomes da Mata / GO",536.368.367-43,06/11/1986
Lívia Ribeiro,Neurologia,06/09/2019,+55 21 5326-3822,"Rodovia Costa, 22
Santa Tereza
00444003 Ribeiro da Praia / AC",838.875.189-69,10/08/1998
Srta. Cecília Gomes,Radioterapia,03/27/2011,+55 84 0290 8609,"Fazenda Laís Cardoso
Fazendinha
52666139 Nogueira / MS",983.470.578-77,04/23/1973
Sra. Júlia da Rosa,Neurologia,03/22/2014,+55 (071) 3477 9271,"Chácara Cavalcanti
Santa Cruz
54822876 da Rosa de Goiás / SE",213.655.409-92,04/17/1997
Sr. Enzo Pires,Neurologia,10/05/2012,+55 41 4122 0510,"Quadra Anthony Moreira, 5
Itatiaia
50298626 Azevedo / RO",762.303.795-16,09/25/1990
Evelyn Nogueira,Neurologia,06/27/2012,+55 (071) 3666-3288,"Esplanada Nicole Ribeiro, 17
Vila Antena
39259-568 Almeida Paulista / TO",859.353.597-28,11/25/1977
Srta. Maria Eduarda Alves,Radioterapia,10/23/2013,+55 (041) 9749-2888,"Residencial Enzo da Paz, 81
União
50361-105 Araújo do Campo / GO",911.556.892-69,07/28/1997
Gabrielly Barros,Cardiologia,05/14/2020,21 1521 4757,"Trevo Moura, 95
Ipiranga
15341-338 Cavalcanti / AM",248.220.734-76,07/30/1982
Dra. Sophia Melo,Neurologia,12/25/2013,+55 (081) 0391 8097,"Viela Fernandes, 87
Vila Sesc
04395-613 Porto / SP",485.623.355-98,12/18/1995
Maria Clara da Rosa,Acupuntura,07/25/2014,84 5773-5010,"Aeroporto Moraes, 8
Pousada Santo Antonio
32343505 da Rosa / ES",341.344.117-24,10/05/1979
Luiz Miguel Silveira,Endoscopia,08/22/2017,+55 71 0619 6807,"Praia de da Costa, 30
Túnel De Ibirité
86861035 Aragão da Prata / RJ",525.438.743-70,03/09/1998
Alícia Vieira,Neurologia,07/20/2019,+55 (031) 5427-1223,"Rodovia de Viana, 54
São Francisco
96099-457 Correia / PR",669.278.634-35,11/07/1992
Enzo da Luz,Endoscopia,06/10/2016,11 7965 7020,"Lagoa de das Neves
Vila Batik
64530-311 Duarte do Norte / DF",930.296.202-86,04/23/1981
Emanuel Barbosa,Alergia e imunologia,02/15/2015,+55 84 3659 2398,"Quadra de Silveira, 768
Mantiqueira
50063-523 Monteiro de Minas / SP",444.686.261-73,06/18/1977
Catarina Ribeiro,Alergia e imunologia,05/08/2016,+55 84 3520 5471,"Conjunto Bernardo Souza
Guarani
78376-038 da Mata de Azevedo / GO",137.337.755-57,09/21/1993
Stephany Pires,Cirurgia geral,07/25/2019,+55 (031) 6960-8148,"Conjunto Ramos, 7
Gutierrez
96591-687 Alves de Freitas / RO",264.164.444-65,11/05/1978
Kamilly Melo,Oftalmologia,08/24/2010,21 5647 3351,"Campo Emanuella Oliveira, 25
Milionario
86619-297 Correia Verde / PR",970.165.950-28,12/02/1999
Beatriz Lopes,Medicina do trabalho,12/11/2017,+55 81 9789-6894,"Campo Daniela Freitas, 5
Prado
93963-340 Gomes / PA",538.427.269-24,09/28/1982
Caroline Teixeira,Pediatria,06/08/2011,+55 (031) 9249-5063,"Alameda de Souza, 16
Vila Barragem Santa Lúcia
11004-671 Rezende do Amparo / MS",808.664.623-28,03/02/1977
Lorena das Neves,Alergia e imunologia,08/12/2010,51 431 5870,"Trevo Sophia Cunha, 1
São Bento
15290355 Peixoto / BA",414.839.263-35,07/20/1997
Gabriela da Mota,Endoscopia,03/18/2012,(081) 0133 0442,"Trevo de Vieira, 55
Boa União 1ª Seção
68255-522 Moraes das Flores / SE",405.630.580-88,09/26/1980
Lorena Vieira,Medicina do trabalho,06/20/2014,+55 81 9949-9056,"Vereda de da Paz, 472
Santa Efigênia
84038019 Freitas / MS",698.287.537-94,07/29/1972
Marcos Vinicius Aragão,Endoscopia,12/06/2017,11 4601-7810,"Loteamento Porto, 18
Vila Havaí
16157512 Pires / RR",677.789.656-67,04/07/1994
Luiz Fernando Moura,Cardiologia,07/25/2013,41 9269 1734,"Colônia Ramos, 6
Alta Tensão 1ª Seção
19745293 Melo de Duarte / RS",697.620.414-82,11/11/1985
Ana Lívia da Rosa,Cardiologia,02/21/2020,+55 51 838 9075,"Campo Pereira, 46
Minas Caixa
14939828 Martins de Fogaça / MG",774.163.956-49,03/18/1979
Igor Lima,Medicina do trabalho,12/15/2014,+55 61 2851-0025,"Viela da Mota, 50
Capitão Eduardo
71291-435 Souza das Pedras / MA",481.363.879-21,12/06/1973
João Miguel Fogaça,Acupuntura,07/02/2016,+55 (041) 2135 6206,"Esplanada Matheus Fogaça, 13
Vila Copacabana
01947-826 Cavalcanti dos Dourados / PR",959.882.708-72,12/28/1992
Srta. Helena Azevedo,Cardiologia,03/19/2014,+55 (081) 3654-4791,"Vila Lopes, 30
Horto Florestal
26921-126 Souza / SP",829.847.545-69,03/15/1985
Sra. Luna Barros,Cardiologia,01/09/2013,+55 (011) 6127 9419,"Residencial Marcelo Peixoto, 728
Santa Rita
84617006 Cardoso / RO",527.542.547-36,06/15/1974
Rafaela Novaes,Radioterapia,02/01/2019,(041) 9465-2572,"Vila Fogaça
Lindéia
62792920 Mendes / DF",683.199.545-64,04/14/1989
Maria Vitória da Rosa,Alergia e imunologia,02/27/2017,(061) 9871-2470,"Sítio Cunha, 99
Califórnia
31180738 Correia de Minas / RS",169.641.987-85,04/26/1981
Júlia Cunha,Neurologia,01/03/2012,+55 (061) 3993 1218,"Trevo Valentina Barbosa, 210
Maria Tereza
91628-642 Novaes / MT",814.145.729-15,08/30/1976
Joana das Neves,Dermatologia,04/16/2020,81 8496-7721,"Colônia de Cavalcanti, 85
Túnel De Ibirité
04679-348 da Mota das Pedras / SC",721.609.317-11,08/30/1979
Dr. Erick Nunes,Cardiologia,05/07/2012,+55 (061) 8296-8955,"Setor Pires, 29
Caiçaras
11058-068 Rezende / MT",855.191.194-28,02/09/1975
Luigi da Cruz,Dermatologia,04/22/2019,(071) 8698 4711,"Feira de Cavalcanti, 52
Bonfim
48744001 Azevedo / BA",620.518.571-87,12/07/1978
Beatriz Nogueira,Alergia e imunologia,12/08/2012,+55 (081) 3536 2959,"Chácara Laura da Conceição, 58
Paraíso
55178545 Lopes / RJ",184.643.796-65,05/12/1987
Dra. Júlia Mendes,Cirurgia geral,10/15/2011,+55 (061) 7041-2400,"Vereda Luiza Peixoto
Vila Primeiro De Maio
23193-228 da Cruz / SC",158.398.847-34,11/18/1987
Esther Gomes,Neurologia,12/10/2017,41 6282-7720,"Viaduto Jesus, 39
Santa Margarida
07869-289 Pinto / SE",543.376.560-72,07/18/1974
Srta. Amanda Nascimento,Medicina do trabalho,01/30/2012,+55 21 9595-3945,"Núcleo Porto, 9
Santa Maria
91513-837 Aragão / PB",578.211.147-60,05/01/1982
Bruna Caldeira,Cirurgia geral,01/06/2017,+55 41 2858 8044,"Condomínio Gabriela Rodrigues, 72
Luxemburgo
19856-804 da Mata / CE",446.338.439-28,07/28/1982
Catarina da Rosa,Cirurgia geral,12/10/2016,+55 81 0982 9467,"Aeroporto de Fogaça, 59
Coração Eucarístico
69853374 Vieira / RS",866.108.966-75,11/07/1973
Bruna Martins,Pediatria,03/09/2015,81 0832-5152,"Setor Júlia da Conceição, 3
Bernadete
68445540 Cavalcanti / BA",267.734.139-94,01/13/1992
Ana Clara Novaes,Neurologia,12/22/2012,11 5866-2012,"Vereda de Novaes, 96
Vila Minaslandia
27530-214 da Cunha / DF",818.525.109-74,11/12/1990
Sr. Felipe Teixeira,Dermatologia,11/06/2014,(061) 0808 1426,"Vale Lara Mendes, 98
Estrela
80981959 da Conceição da Praia / RJ",933.676.198-96,07/04/1995
Maria Sophia Moraes,Dermatologia,04/14/2015,(031) 3494-6252,"Viela da Conceição, 40
Marieta 3ª Seção
08852087 Santos / DF",635.536.738-63,07/16/1977
Davi Lucca Araújo,Endoscopia,10/21/2014,(041) 7862-7892,"Setor Carvalho, 782
Vila Mangueiras
22504391 Campos / AL",684.569.388-78,06/21/1971
Cauê Rodrigues,Neurologia,10/28/2017,(071) 4829-6446,"Ladeira de Peixoto, 48
Vila Canto Do Sabiá
54589448 da Costa / RN",499.958.447-15,09/14/1989
Levi da Luz,Cirurgia geral,08/01/2017,+55 84 3794 4587,"Viela Souza, 2
Castelo
40419705 Ramos / MA",198.802.512-51,05/29/1977
Yago Pinto,Pediatria,01/20/2015,41 0952 1405,"Setor de Rodrigues
Piraja
61409-036 Viana / PR",532.625.979-74,03/14/1990
Gabriel Pinto,Cirurgia geral,12/14/2018,(071) 8143 8280,"Ladeira de Barros
Vila Petropolis
54819-993 Correia / SE",987.630.759-65,12/11/1977
Sr. Antônio Moraes,Cardiologia,01/25/2019,51 177 7683,"Residencial de Rodrigues, 7
Ambrosina
99687210 Rodrigues de Costa / BA",297.400.754-80,08/11/1994
Maysa Ferreira,Acupuntura,01/14/2017,51 621 2810,"Sítio de da Cunha
Jardim Guanabara
13522-127 da Cunha de Nascimento / PB",218.354.919-97,10-20-1997
Isis Azevedo,Endoscopia,08/02/2015,21 8271-9412,"Feira Moraes
Santo Agostinho
46408-527 Costa / MG",892.739.459-52,08/01/1999
Ana Beatriz Oliveira,Cardiologia,01/27/2012,(061) 2436 8409,"Praia Luiz Fernando Freitas, 32
Providencia
77549-130 Campos dos Dourados / SC",941.610.989-71,01/10/1985
Fernanda Melo,Oftalmologia,02/19/2020,+55 84 3197 8334,"Rodovia Pedro Martins, 33
Novo Ouro Preto
92778-510 Nogueira do Norte / CE",816.355.623-26,10/24/1971
Eloah Teixeira,Alergia e imunologia,05/30/2018,21 0497 2672,"Sítio Souza, 92
Milionario
53158168 Nascimento da Prata / MT",541.516.330-27,11/19/1985
Julia Rodrigues,Acupuntura,04/18/2014,+55 (071) 5425 6110,"Lago de Nogueira, 50
Nova Esperança
32693-209 Rezende dos Dourados / SC",298.863.100-17,06/12/1984
Erick Vieira,Acupuntura,09/17/2017,51 487 8614,"Distrito Matheus da Rocha, 51
Nova Cintra
48719-140 Rezende do Oeste / AM",126.164.701-28,12/24/1999
Agatha Alves,Oftalmologia,03/29/2016,+55 (051) 1315-2260,"Colônia Luana Nogueira, 924
Vila Calafate
06864-248 Rezende do Amparo / AC",177.376.416-11,12/05/1986
Dra. Sofia Azevedo,Neurologia,11/26/2014,(061) 2891-6849,"Condomínio Ribeiro, 96
Barreiro
38986115 da Paz / SE",929.785.275-58,08/27/1982
Lucas Moura,Oftalmologia,10/10/2014,(031) 3997 4282,"Trevo Viana, 18
Santa Branca
47491637 Araújo do Oeste / SE",415.566.179-31,11/03/1980
Alexandre Cardoso,Endoscopia,05/26/2015,+55 31 0693-8259,"Pátio Pedro Rodrigues, 82
Vila Formosa
71246-359 Almeida Paulista / MT",391.167.516-63,07/10/1992
Maria Monteiro,Neurologia,10/29/2015,+55 51 251 5605,"Viaduto Moraes, 86
Lagoa
23673-042 Novaes da Prata / AP",403.109.737-29,06/16/1975
Dra. Clarice Sales,Radioterapia,06/08/2020,+55 (031) 1604-8282,"Favela Beatriz Silva, 449
Eymard
59799-269 Duarte / SE",226.965.144-38,06/03/1983
Eduardo Nascimento,Acupuntura,01/03/2019,+55 81 9958-2085,"Área Luiz Fernando Caldeira, 38
Nossa Senhora De Fátima
40998-638 Souza de da Mata / MS",859.945.833-10,04-28-1974
Ana Sophia Araújo,Acupuntura,01/11/2017,(061) 7564-0857,"Morro de Carvalho
Vila Independencia 3ª Seção
77371-337 Freitas Grande / PE",145.973.474-49,06/04/1972
Kaique Alves,Alergia e imunologia,06/14/2019,+55 84 7274-6661,"Estrada Lucas Azevedo, 99
Savassi
94384659 Gomes / SC",107.438.297-98,03/02/1977
Alice da Rosa,Dermatologia,05/20/2016,+55 (071) 9014-4752,"Residencial Melissa Sales, 643
Vila Do Pombal
79350996 Viana de das Neves / SP",889.602.142-52,02/28/1995
Lucca Azevedo,Cardiologia,10/13/2015,+55 (031) 3292-4719,,222.441.602-21,04/23/1980
Theo Cardoso,Acupuntura,11/25/2012,71 6612 7303,"Área Luiza Oliveira, 29
Vila Santa Monica 2ª Seção
14975-191 Moura da Mata / BA",716.720.894-34,03/13/1979
Guilherme Caldeira,Pediatria,10/18/2016,+55 61 5014 4866,"Setor Correia, 2
Floresta
58714-419 Monteiro Alegre / RO",729.981.181-54,01/11/1997
Dr. Enrico Nascimento,Pediatria,11/22/2016,(071) 1523 3373,"Esplanada Lima, 16
Vila Bandeirantes
21136-057 da Cruz / RR",337.198.744-90,07/13/1992
Alexia Nunes,Oftalmologia,12/02/2019,+55 51 881 4944,"Loteamento Bruna Cardoso, 18
Vista Alegre
90235-198 Duarte / AC",691.453.979-21,09/08/1977
Heitor Campos,Cirurgia geral,01/30/2012,(084) 1191-9864,"Largo de Ramos, 41
Alto Dos Pinheiros
19658929 Cardoso Verde / PA",204.960.294-35,03/13/1983
Vitor Almeida,Neurologia,10/28/2019,(061) 9380-5449,"Distrito Ferreira, 57
Taquaril
31237940 Rocha / MT",645.551.814-54,09/18/1998
Alana Gomes,Medicina do trabalho,09/21/2012,+55 (084) 5695 9356,"Praia de da Rocha, 89
Vila Jardim Leblon
32856-193 Lima / SP",692.560.224-48,11/25/1979
Gabriel Gomes,Neurologia,04/20/2017,+55 21 2620 6495,"Largo Jesus, 28
Olhos D'água
70998668 Rocha do Campo / SE",983.760.379-14,03/06/1972
Stephany Moraes,Neurologia,04/12/2017,(084) 7120-3371,"Morro de da Mota, 43
Antonio Ribeiro De Abreu 1ª Seção
01030-042 Nascimento da Mata / RJ",940.172.147-47,10/06/1978
Dr. Yuri Moura,Medicina do trabalho,03/10/2012,81 6715-6584,"Vila de Caldeira, 3
Vila Batik
09160-292 Martins do Amparo / RO",789.265.400-55,06/23/1979
Esther Lopes,Acupuntura,01/22/2019,+55 21 5853-5286,"Trecho da Costa, 456
Rio Branco
07754568 Costa / PB",755.439.644-92,05/08/1973
Sra. Sophia Jesus,Pediatria,03/19/2017,+55 31 3732-7657,"Quadra Vinicius Lopes, 33
Nova Cachoeirinha
99616512 Melo / DF",868.350.128-39,06/16/1999
Nathan da Cruz,Alergia e imunologia,03/13/2013,(061) 8541 8960,"Viela Renan Carvalho, 221
Granja De Freitas
73111158 da Rocha de Rodrigues / SE",757.607.838-93,03/05/1998
Ana Sophia da Cruz,Oftalmologia,02/28/2015,(041) 4169-5496,"Campo Esther Pereira, 12
Vila Do Pombal
22059-760 da Rocha / AP",960.432.150-61,09/28/1976
João Pedro Peixoto,Dermatologia,03/04/2016,(021) 2568 9934,"Esplanada Melissa Mendes, 815
Vila São Gabriel
62746137 das Neves / AM",109.206.291-67,06/10/1990
André Farias,Oftalmologia,02/02/2018,+55 (041) 7070 2631,"Estrada de Fernandes, 1
São Damião
34734217 Vieira / AM",170.520.720-48,11/07/1992
Sra. Kamilly da Rocha,Dermatologia,11/12/2016,(061) 0044-2591,"Loteamento de Nunes
Tupi B
62876-042 Silva da Serra / MS",724.366.291-79,02/18/1980
Luiz Felipe Costela,Cirurgia geral,01/05/2011,+55 84 2340-3079,"Condomínio de Pereira, 49
Conjunto Capitão Eduardo
74220-306 Moreira / MT",723.668.842-57,08/02/1977
Benício Ramos,Dermatologia,12/23/2011,+55 84 2336-8638,"Largo Moreira, 833
Engenho Nogueira
28433-461 da Mota Verde / RR",791.825.143-28,03/02/1997
Pietro Monteiro,Alergia e imunologia,12/19/2011,+55 (021) 2936 8925,"Trevo da Luz, 54
Vila Independencia 2ª Seção
02670031 Castro / PA",585.274.800-24,04/02/1972
Maria Alice Teixeira,Dermatologia,07/21/2013,81 4166-1777,"Avenida de Araújo, 26
Vila São Gabriel Jacui
85582405 Ferreira Paulista / AM",113.267.223-31,07/04/1971
Sra. Júlia Correia,Medicina do trabalho,05/02/2011,+55 (081) 0230-0419,"Largo de Barbosa, 255
Vila Piratininga Venda Nova
28090-127 Monteiro de da Rocha / PB",104.556.600-58,06/28/1994
Natália Novaes,Neurologia,09/20/2016,+55 (021) 9173 9296,"Esplanada Breno Cavalcanti, 7
São Gabriel
72088208 Santos / RN",454.493.147-15,07/30/1990
Davi Freitas,Cirurgia geral,05/23/2011,81 6202-9704,"Pátio Gabriel Martins, 3
São João
03205-687 Pires / PA",533.571.271-12,02/22/1985
Enrico Porto,Radioterapia,08/21/2017,71 0916 3316,"Colônia Oliveira, 58
São Jorge 2ª Seção
70802121 Caldeira / GO",643.324.770-81,11/18/1983
Daniel Moraes,Medicina do trabalho,01/14/2011,+55 61 9521-9417,"Viela Letícia da Paz, 4
Beija Flor
76854-355 das Neves / BA",800.450.660-77,03/31/1996
Srta. Brenda Pereira,,04/23/2017,21 9479 7827,"Vale Davi Cavalcanti
Nova America
34433585 Aragão - MS",681.880.288-63,10/18/1985
Maria Eduarda Moraes,Pediatria,05/27/2014,81 0015 7651,"Favela Marcelo Rodrigues
Marmiteiros
84465834 Cunha / PB",256.937.492-64,09/23/1996
Clarice Moraes,Alergia e imunologia,04/30/2018,61 5351-5269,"Distrito Monteiro, 90
Vila Rica
04363-062 Rodrigues / TO",415.723.952-57,05-16-1991
Cauê da Rosa,Acupuntura,12/29/2010,(031) 4642-0352,"Quadra de Araújo, 83
Cidade Jardim Taquaril
57397-538 Nascimento / RN",367.951.789-71,08/05/1999
Sra. Nicole Fernandes,Medicina do trabalho,11/09/2014,84 9014-7799,"Distrito de Almeida, 68
Copacabana
38942-521 Pereira / AC",875.214.362-77,01/31/1997
João Miguel Porto,Pediatria,09/06/2011,41 5260 1498,"Rodovia da Cruz, 345
Vila Ouro Minas
56811102 Lima / SC",404.108.217-56,02/18/1993
Sra. Alice Araújo,Acupuntura,12/18/2015,+55 51 540 1590,"Rua de Ferreira
Novo Das Industrias
75365891 Vieira das Flores / SC",646.495.278-28,01/08/1978
Lucas Gabriel Moreira,Cirurgia geral,04/18/2016,+55 21 7195-7042,"Avenida Manuela da Rocha, 5
Tres Marias
91736-177 Correia do Amparo / AC",380.376.493-31,09/04/1976
Kevin da Costa,Oftalmologia,04/20/2014,+55 (041) 6558 4357,"Sítio Lucas Gabriel Teixeira, 86
Vila Das Oliveiras
17083-548 Correia do Campo / MT",966.223.529-74,03/17/1983
Letícia Melo,Cardiologia,09/14/2014,+55 61 9433 0164,"Alameda Joaquim Novaes, 42
Coqueiros
89145-078 da Mota / CE",701.213.429-75,03/16/1998
Dra. Raquel Martins,Cardiologia,09/20/2012,+55 84 9752 3056,"Largo Ferreira, 64
São Vicente
30943-528 Almeida / RS",250.182.535-47,02/15/1986
Laís Vieira,Radioterapia,10/19/2018,41 5210-9128,"Área Diogo da Mota
Tres Marias
74733-749 Lima / AP",459.364.595-14,10/14/1970
Sra. Laura Caldeira,Oftalmologia,03/06/2012,+55 (071) 0060 3185,"Fazenda de Lopes, 1
Marieta 3ª Seção
10543920 Barbosa da Prata / RN",304.829.405-82,12/13/1973
Joana Silveira,Cardiologia,04/13/2016,21 3572-8126,"Praça Yasmin Gonçalves, 94
União
10489418 Viana do Galho / MT",909.388.870-80,06/11/1986
Sra. Evelyn Fogaça,Cirurgia geral,05/10/2011,+55 (021) 9658 8325,"Setor Nina da Mata, 267
Eymard
49619-926 Viana / RS",813.293.903-35,01/30/1993
Sr. Guilherme da Costa,Cardiologia,03/21/2011,+55 61 6426 1455,"Avenida Matheus Rodrigues, 91
Vila Paris
42548385 Carvalho de Lopes / BA",891.178.408-37,09/02/1981
Alice Silveira,Cirurgia geral,07/18/2019,+55 (061) 1466 7090,"Setor Freitas, 28
Parque São José
06591820 Correia de Farias / RO",133.178.962-20,10/14/1995
Dr. Bernardo Lopes,Alergia e imunologia,05/22/2020,+55 (031) 9359 2827,"Viaduto Emanuelly da Paz, 89
Outro
30198821 Fernandes de Minas / SE",693.187.379-65,09/14/1973
Vitória Lima,Endoscopia,12/03/2016,(031) 9997-0965,"Praça de Barbosa, 54
Ipe
49507231 da Rosa da Mata / CE",320.370.708-92,08/24/1994
Júlia Campos,,07/08/2012,(061) 2664-2634,"Colônia Fernandes
Vila Da Luz
72595-114 Pereira / PE",875.479.738-56,04/29/2000
Enzo da Mota,Alergia e imunologia,06/06/2014,61 5753 9688,"Sítio de Barbosa, 882
Garças
64400292 Caldeira Verde / GO",759.420.191-83,07/21/1998
Samuel Pereira,Medicina do trabalho,10/14/2012,+55 11 4989 6179,"Chácara de da Rocha, 62
Vila Petropolis
31184917 Azevedo / AC",308.600.572-12,10/30/1995
Clara Cardoso,Neurologia,01/01/2016,+55 11 1520-7664,"Vale da Conceição, 94
Acaiaca
50777-539 Fernandes de Goiás / RN",449.300.796-21,09/11/1997
Ana Clara Freitas,Acupuntura,05/07/2015,51 344 4980,"Rua de Vieira, 69
Juliana
40771-595 Mendes do Amparo / PR",873.884.356-11,11/10/1989
Dra. Ana Beatriz Duarte,Alergia e imunologia,04/22/2011,(011) 3495 9790,"Travessa Maria Alice Lopes, 29
Xodo-Marize
34188-435 Porto das Flores / SP",124.749.279-52,12/13/1977
Nicolas Lima,Radioterapia,10/24/2010,+55 11 5029 6458,"Viela de da Luz, 443
Jardinópolis
65744-496 Duarte do Oeste / AP",764.467.875-34,08/10/1986
Júlia Aragão,Pediatria,01/11/2014,71 2678-9451,"Sítio Correia, 25
Santa Inês
40711800 Fogaça de Jesus / SE",646.759.359-91,01/09/1990
Emanuella Oliveira,Neurologia,07/25/2018,+55 11 7373 9538,"Vila João Guilherme Lopes, 472
Vila Madre Gertrudes 3ª Seção
01521-485 Lopes / AL",843.739.149-47,07/24/1980
Eloah Ribeiro,Cardiologia,05/21/2018,81 6349 8638,"Feira de Pires, 18
Graça
24757-473 Rocha Grande / RO",361.758.204-28,01/12/1983
Eduardo Nogueira,Acupuntura,05/31/2014,84 2686-6065,"Vereda de Silveira, 350
Jardim Guanabara
98898285 da Rocha das Pedras / PA",984.127.534-38,09/12/1998
Nicolas Cardoso,Neurologia,02/11/2018,+55 84 2450 9266,"Vereda João Vitor Almeida, 34
Ipiranga
31743153 Moreira de Rodrigues / AP",438.718.888-64,10/24/1978
